,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_7916,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Aurantisolimonas,NA
ASV_7917,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
ASV_7918,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
ASV_7919,Bacteria,Latescibacterota,Latescibacteria,Latescibacterales,Latescibacteraceae,NA,NA
ASV_7920,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
ASV_7921,Bacteria,Chloroflexi,OLB14,NA,NA,NA,NA
ASV_7922,Bacteria,Cyanobacteriota,Cyanophyceae,Gomontiellales,Chamaesiphonaceae,Chamaesiphon,NA
ASV_7923,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,NA,NA,NA
ASV_7924,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,NA
ASV_7925,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_7926,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,NA,NA,NA
ASV_7927,Eukaryota,NA,NA,NA,NA,NA,NA
ASV_7928,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Lacihabitans,NA
ASV_7929,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA,NA,NA
ASV_7930,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
ASV_7931,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NA,NA,NA
ASV_7932,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,NA,NA,NA
ASV_7933,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA
ASV_7934,Bacteria,Cyanobacteriota,Vampirivibrionia,Gastranaerophilales,NA,NA,NA
ASV_7935,Bacteria,Latescibacterota,NA,NA,NA,NA,NA
ASV_7936,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
ASV_7937,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA,NA,NA
ASV_7938,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,NA,NA,NA
ASV_7939,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,NA
ASV_7940,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,NA
ASV_7941,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_7942,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC-AAA011-D5,NA,NA
ASV_7943,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus-Omnitrophus,NA
ASV_7944,Bacteria,Acidobacteriota,Acidobacteriae,Paludibaculum,NA,NA,NA
ASV_7945,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_7946,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA,NA
ASV_7947,Bacteria,NA,NA,NA,NA,NA,NA
ASV_7948,Bacteria,Patescibacteria,Berkelbacteria,NA,NA,NA,NA
ASV_7949,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Caproiciproducens,NA
ASV_7950,Archaea,Euryarchaeota,Thermococci,Methanofastidiosales,NA,NA,NA
ASV_7951,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,NA
ASV_7952,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Permianibacter,NA
ASV_7953,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA,NA,NA
ASV_7954,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus-Omnitrophus,NA
ASV_7955,Bacteria,WOR-1,NA,NA,NA,NA,NA
ASV_7956,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,B122,NA,NA
ASV_7957,Bacteria,MBNT15,NA,NA,NA,NA,NA
ASV_7958,Bacteria,Cyanobacteriota,Vampirivibrionia,Caenarcaniphilales,NA,NA,NA
ASV_7959,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA
ASV_7960,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA,NA,NA
ASV_7961,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA
ASV_7962,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,GWF2-44-16,NA,NA
ASV_7963,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA,NA,NA
ASV_7964,Bacteria,Patescibacteria,Parcubacteria,GWA2-38-13b,NA,NA,NA
ASV_7965,Bacteria,Armatimonadota,NA,NA,NA,NA,NA
ASV_7966,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA
ASV_7967,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,NA
ASV_7968,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,NA
ASV_7969,Bacteria,NA,NA,NA,NA,NA,NA
ASV_7970,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
ASV_7971,Archaea,Thermoplasmatota,Thermoplasmata,Marine-Group-II,NA,NA,NA
ASV_7972,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12-marine-group,NA,NA
ASV_7973,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,NA
ASV_7974,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_7975,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,NA
ASV_7976,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,NA,NA
ASV_7977,Bacteria,Chloroflexi,Dehalococcoidia,FS117-23B-02,NA,NA,NA
ASV_7978,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,NA
ASV_7979,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,MM2,NA
ASV_7980,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_7981,Bacteria,Patescibacteria,Gracilibacteria,Candidatus-Peribacteria,NA,NA,NA
ASV_7982,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_7983,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_7984,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,NA
ASV_7985,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV_7986,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
ASV_7987,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,NA
ASV_7988,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria-Incertae-Sedis,Unknown-Family,Candidatus-Endonucleariobacter,NA
ASV_7989,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_7990,Bacteria,Margulisbacteria,NA,NA,NA,NA,NA
ASV_7991,Bacteria,Desulfobacterota,NA,NA,NA,NA,NA
ASV_7992,Bacteria,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,NA
ASV_7993,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,NA
ASV_7994,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA,NA
ASV_7995,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales-(SR1),NA,NA,NA
ASV_7996,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV_7997,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_7998,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_7999,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SH3-11,NA
ASV_8000,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_8001,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_8002,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Labilithrix,NA
ASV_8003,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,NA
ASV_8004,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_8005,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Rivulariaceae,Dulcicalothrix,NA
ASV_8006,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus-Paracaedibacter,NA
ASV_8007,Bacteria,Cyanobacteriota,Vampirivibrionia,Caenarcaniphilales,NA,NA,NA
ASV_8008,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,NA,NA,NA
ASV_8009,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,NA,NA,NA
ASV_8010,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,NA,NA
ASV_8011,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,NA,NA,NA
ASV_8012,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA,NA
ASV_8013,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Nevskia,NA
ASV_8014,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_8015,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,NA
ASV_8016,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA,NA
ASV_8017,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA
ASV_8018,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA
ASV_8019,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Salinispira,NA
ASV_8020,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA,NA
ASV_8021,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,NA,NA,NA
ASV_8022,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,NA
ASV_8023,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,NA,NA
ASV_8024,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,NA
ASV_8025,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,NA,NA,NA
ASV_8026,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12-marine-group,NA,NA
ASV_8027,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,NA
ASV_8028,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_8029,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_8030,Bacteria,NA,NA,NA,NA,NA,NA
ASV_8031,Bacteria,Cyanobacteriota,Cyanophyceae,Leptolyngbyales,NA,NA,NA
ASV_8032,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011,AR15,NA
ASV_8033,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,columnare
ASV_8034,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,NA
ASV_8035,Bacteria,Myxococcota,Polyangia,mle1-27,NA,NA,NA
ASV_8036,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,NA,NA
ASV_8037,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_8038,Bacteria,NA,NA,NA,NA,NA,NA
ASV_8039,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_8040,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA
ASV_8041,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,NA
ASV_8042,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_8043,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,NA
ASV_8044,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA,NA
ASV_8045,Bacteria,Planctomycetota,NA,NA,NA,NA,NA
ASV_8046,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
ASV_8047,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
ASV_8048,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_8049,Bacteria,NA,NA,NA,NA,NA,NA
ASV_8050,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SH3-11,NA
ASV_8051,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,NA,NA
ASV_8052,Bacteria,Desulfobacterota,NA,NA,NA,NA,NA
ASV_8053,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
ASV_8054,Bacteria,NA,NA,NA,NA,NA,NA
ASV_8055,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,NA,NA
ASV_8056,Bacteria,Verrucomicrobiota,Verrucomicrobiae,S-BQ2-57-soil-group,NA,NA,NA
ASV_8057,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV_8058,Bacteria,NA,NA,NA,NA,NA,NA
ASV_8059,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,NA
ASV_8060,Bacteria,WS2,NA,NA,NA,NA,NA
ASV_8061,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
ASV_8062,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,NA
ASV_8063,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,NA
ASV_8064,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA,NA,NA
ASV_8065,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Oikopleura,NA
ASV_8066,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV_8067,Bacteria,Zixibacteria,NA,NA,NA,NA,NA
ASV_8068,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV_8069,Bacteria,Cyanobacteriota,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,NA,NA
ASV_8070,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
ASV_8071,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_8072,Bacteria,Chloroflexi,TK10,NA,NA,NA,NA
ASV_8073,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_8074,Bacteria,Patescibacteria,Gracilibacteria,Candidatus-Peribacteria,NA,NA,NA
ASV_8075,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA
ASV_8076,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA
ASV_8077,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_8078,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA,NA
ASV_8079,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA
ASV_8080,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_8081,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,NA,NA
ASV_8082,Bacteria,Patescibacteria,Berkelbacteria,NA,NA,NA,NA
ASV_8083,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_8084,Bacteria,Patescibacteria,Gracilibacteria,Candidatus-Peregrinibacteria,NA,NA,NA
ASV_8085,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_8086,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,NA,NA,NA
ASV_8087,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
ASV_8088,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,NA
ASV_8089,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_8090,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
ASV_8091,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chitinibacteraceae,NA,NA
ASV_8092,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29-marine-group,NA
ASV_8093,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosaetaceae,Methanosaeta,NA
ASV_8094,Bacteria,Chloroflexi,Ktedonobacteria,MVP-21,NA,NA,NA
ASV_8095,Bacteria,WPS-2,NA,NA,NA,NA,NA
ASV_8096,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
ASV_8097,Bacteria,Cyanobacteriota,Cyanophyceae,Leptolyngbyales,Leptolyngbyaceae,Limnolyngbya,NA
ASV_8098,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium,spinosum
ASV_8099,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV_8100,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_8101,Bacteria,Planctomycetota,Phycisphaerae,MSBL9,GWC2-45-44,NA,NA
ASV_8102,Bacteria,Myxococcota,bacteriap25,NA,NA,NA,NA
ASV_8103,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Turneriella,parva
ASV_8104,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
ASV_8105,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Acidaminobacteraceae,Acidaminobacter,NA
ASV_8106,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,NA
ASV_8107,Bacteria,Patescibacteria,Gracilibacteria,Candidatus-Peribacteria,NA,NA,NA
ASV_8108,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101-soil-group,NA,NA
ASV_8109,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS-17,NA,NA
ASV_8110,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Rickettsiella,NA
ASV_8111,Bacteria,NA,NA,NA,NA,NA,NA
ASV_8112,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13,NA
ASV_8113,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Candidatus-Jidaibacter,NA,NA
ASV_8114,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_8115,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_8116,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,NA
ASV_8117,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS-17,NA,NA
ASV_8118,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,NA,NA
ASV_8119,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA,NA
ASV_8120,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,NA
ASV_8121,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria-Incertae-Sedis,Unknown-Family,NA,NA
ASV_8122,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA
ASV_8123,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
ASV_8124,Bacteria,NA,NA,NA,NA,NA,NA
ASV_8125,Bacteria,Patescibacteria,Gracilibacteria,Candidatus-Peribacteria,NA,NA,NA
ASV_8126,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_8127,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_8128,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,NA,NA
ASV_8129,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_8130,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,NA,NA,NA
ASV_8131,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_8132,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,NA,NA
ASV_8133,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Pasteuria,NA
ASV_8134,Bacteria,MBNT15,NA,NA,NA,NA,NA
ASV_8135,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,NA
ASV_8136,Bacteria,Armatimonadota,DG-56,NA,NA,NA,NA
ASV_8137,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_8138,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV_8139,Bacteria,Planctomycetota,NA,NA,NA,NA,NA
ASV_8140,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,NA
ASV_8141,Bacteria,Patescibacteria,Gracilibacteria,Candidatus-Peribacteria,NA,NA,NA
ASV_8142,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,NA
ASV_8143,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA
ASV_8144,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA
ASV_8145,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,NA
ASV_8146,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_8147,Bacteria,SAR324-clade(Marine-group-B),NA,NA,NA,NA,NA
ASV_8148,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA,NA,NA
ASV_8149,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,Simkania,NA
ASV_8150,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
ASV_8151,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,NA,NA,NA
ASV_8152,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella,NA
ASV_8153,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_8154,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SH3-11,NA
ASV_8155,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,NA
ASV_8156,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_8157,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Runella,NA
ASV_8158,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
ASV_8159,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_8160,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS-17,NA,NA
ASV_8161,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_8162,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA
ASV_8163,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,NA,NA
ASV_8164,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_8165,Bacteria,NA,NA,NA,NA,NA,NA
ASV_8166,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
ASV_8167,Bacteria,NA,NA,NA,NA,NA,NA
ASV_8168,Bacteria,Latescibacterota,NA,NA,NA,NA,NA
ASV_8169,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA,NA
ASV_8170,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,NA,NA
ASV_8171,Bacteria,NA,NA,NA,NA,NA,NA
ASV_8172,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
ASV_8173,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_8174,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_8175,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV_8176,Bacteria,WS2,NA,NA,NA,NA,NA
ASV_8177,Bacteria,NA,NA,NA,NA,NA,NA
ASV_8178,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus-Alysiosphaera,NA
ASV_8179,Bacteria,NA,NA,NA,NA,NA,NA
ASV_8180,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA,NA,NA
ASV_8181,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA,NA,NA
ASV_8182,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
ASV_8183,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,HN-HF0106,NA
ASV_8184,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_8185,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV_8186,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27-clade,NA
ASV_8187,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales-(SR1),NA,NA,NA
ASV_8188,Bacteria,SAR324-clade(Marine-group-B),NA,NA,NA,NA,NA
