,16S-LM-6-1,16S-LM-6-16,16S-LM-6-19,16S-LM-6-8,16S-LM-7-14,16S-LM-7-22,16S-LM-7-28,16S-LM-7-8,16S-LM-8-12,16S-LM-8-18,16S-LM-8-26,16S-LM-8-4,16S-LM-9-1,16S-LM-9-16,16S-LM-9-9,16S-LR-6-1,16S-LR-6-16,16S-LR-6-19,16S-LR-6-8,16S-LR-7-14,16S-LR-7-22,16S-LR-7-28,16S-LR-7-8,16S-LR-8-12,16S-LR-8-18,16S-LR-8-26,16S-LR-8-4,16S-LR-9-1,16S-LR-9-16,16S-LR-9-9,16S-TTL-6-1,16S-TTL-6-16,16S-TTL-6-19,16S-TTL-6-8,16S-TTL-7-14,16S-TTL-7-22,16S-TTL-7-28,16S-TTL-7-8,16S-TTL-8-12,16S-TTL-8-18,16S-TTL-8-26,16S-TTL-8-4,16S-TTL-9-1,16S-TTL-9-16,16S-TTL-9-9,Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxa
ASV_75,0,0,0,0,0,0,0,0,0,0,46,75,280,63,329,0,62,0,0,343,192,177,171,35,31,35,63,59,112,201,0,0,0,0,0,0,0,0,0,0,0,0,62,83,77,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Dolichospermum,NA,Dolichospermum
ASV_76,0,0,0,0,85,43,243,0,307,606,837,322,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,NA,Planktothrix
ASV_77,19,0,0,0,118,75,49,21,555,173,0,73,44,179,0,0,0,0,69,32,41,27,0,192,100,130,0,79,162,131,0,0,0,0,0,0,0,0,26,20,36,0,77,0,51,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,NA,Terrimicrobium
ASV_78,0,0,0,0,127,73,49,51,492,185,0,77,37,190,0,0,0,0,0,84,45,27,0,176,93,187,0,64,138,137,0,0,0,0,0,0,0,0,0,65,19,41,74,0,47,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,NA,Terrimicrobium
ASV_79,56,194,295,411,0,0,43,75,0,0,0,0,43,0,120,0,0,0,0,0,189,0,0,0,0,0,75,0,0,0,138,106,185,150,23,0,110,0,41,86,0,42,79,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,NA,NA
ASV_80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,297,435,186,273,187,32,28,0,106,29,0,0,0,0,0,0,0,0,0,0,53,0,475,28,180,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18-freshwater-group,NA,FukuN18-freshwater-group
ASV_81,0,0,69,0,122,53,46,0,558,178,0,61,46,188,0,0,0,0,0,0,46,35,0,190,108,166,0,83,151,164,0,0,0,0,0,0,0,0,0,24,0,0,75,0,70,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,NA,Terrimicrobium
ASV_82,0,0,0,0,0,44,249,0,334,568,838,348,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,NA,Planktothrix
ASV_83,0,0,0,0,0,30,298,0,312,604,819,332,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,NA,Planktothrix
ASV_84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,293,450,160,239,169,124,26,0,116,0,0,0,0,0,0,0,0,0,0,0,65,0,440,0,159,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18-freshwater-group,NA,FukuN18-freshwater-group
ASV_85,0,0,27,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,647,0,225,935,209,109,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Aphanizomenon,NA,Aphanizomenon
ASV_86,0,0,0,0,0,38,273,0,275,549,894,313,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,NA,Planktothrix
ASV_87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,305,435,191,220,191,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,54,0,485,37,202,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18-freshwater-group,NA,FukuN18-freshwater-group
ASV_88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,267,409,171,230,174,53,27,0,124,0,0,0,0,0,0,0,65,0,0,0,70,0,402,34,211,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18-freshwater-group,NA,FukuN18-freshwater-group
ASV_89,0,0,0,0,121,50,52,0,579,175,0,92,45,210,0,0,0,0,0,17,41,40,0,192,89,183,0,68,135,126,0,0,0,0,0,0,0,0,0,27,0,0,69,0,49,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,NA,Terrimicrobium
ASV_90,0,74,82,0,0,0,0,145,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,570,0,201,814,193,85,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Aphanizomenon,NA,Aphanizomenon
ASV_91,0,0,0,50,115,54,40,12,547,163,0,81,65,146,0,0,0,0,0,0,31,8,0,187,94,175,0,80,132,113,0,0,0,0,0,0,58,0,0,0,0,17,76,32,56,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,NA,Terrimicrobium
ASV_92,0,0,0,0,0,43,276,0,289,576,810,285,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,NA,Planktothrix
ASV_93,78,80,0,28,0,0,63,0,51,34,80,0,31,93,121,33,160,158,195,143,28,80,88,64,73,59,0,42,31,49,0,0,0,0,0,0,0,43,103,80,0,44,46,63,78,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11-clade,Clade-III,NA,NA,NA
ASV_94,0,0,0,0,110,74,53,0,487,189,0,60,41,187,0,0,0,0,99,27,46,18,0,160,80,157,0,79,158,141,0,0,0,0,0,0,0,0,0,27,0,0,74,0,52,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,NA,Terrimicrobium
ASV_95,0,0,20,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,668,0,244,870,237,79,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Dolichospermum,NA,Dolichospermum
ASV_96,0,0,0,0,0,35,249,0,288,565,778,339,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,NA,Planktothrix
ASV_97,0,0,80,87,0,75,14,66,0,59,92,0,39,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,182,140,0,0,95,75,151,242,442,0,54,0,0,261,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,NA,Armatimonas
ASV_98,0,0,0,0,119,76,42,0,449,173,0,82,59,152,0,0,0,0,14,47,63,37,0,153,71,132,0,60,127,125,0,0,0,0,0,0,0,0,0,46,0,55,88,57,66,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,NA,Terrimicrobium
ASV_99,0,0,0,0,0,39,287,0,289,517,809,324,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,NA,Planktothrix
ASV_100,0,0,0,0,0,35,271,0,282,594,775,307,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,NA,Planktothrix
ASV_101,0,0,55,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,602,0,228,897,215,67,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Aphanizomenon,NA,Aphanizomenon
ASV_102,0,0,0,0,0,31,246,0,286,543,802,320,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,NA,Planktothrix
ASV_103,71,0,0,70,0,74,52,0,55,30,0,0,44,75,85,55,152,197,208,134,48,59,61,58,54,78,0,0,0,42,0,0,0,61,0,43,0,0,109,92,0,45,50,70,79,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11-clade,Clade-III,NA,NA,NA
ASV_104,0,0,0,0,100,89,56,0,527,162,0,97,39,200,0,0,0,0,31,0,50,10,0,171,75,128,0,51,149,146,0,0,0,0,0,0,0,0,0,0,0,0,83,0,68,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,NA,Terrimicrobium
ASV_105,91,233,380,420,138,0,42,73,73,0,0,0,32,90,115,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,135,33,0,182,0,0,0,0,47,0,0,71,30,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,NA,NA
ASV_106,0,0,0,0,14,0,0,163,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,619,0,180,856,212,79,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Dolichospermum,NA,Dolichospermum
ASV_107,170,0,57,105,0,64,131,0,0,93,0,0,0,52,0,0,121,0,87,79,121,0,229,74,0,0,0,0,0,0,0,61,133,219,137,0,0,0,0,0,0,90,101,83,0,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus-Planktophila,NA,Candidatus-Planktophila
ASV_108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,237,394,169,214,185,48,23,0,120,0,0,0,0,0,0,0,0,0,0,0,62,0,427,25,153,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18-freshwater-group,NA,FukuN18-freshwater-group
ASV_109,0,0,0,0,112,71,41,15,445,185,0,75,47,209,0,0,0,0,0,31,39,13,0,161,95,141,0,72,107,134,0,0,0,0,0,0,0,0,0,17,1,49,69,0,64,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,NA,Terrimicrobium
ASV_110,67,0,0,22,0,85,36,0,54,21,0,0,50,76,92,46,164,162,189,126,37,67,86,62,76,52,0,0,0,78,0,0,0,0,0,0,0,67,118,103,0,39,57,80,80,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11-clade,Clade-III,NA,NA,NA
ASV_111,0,0,0,0,76,34,220,0,271,546,731,277,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,NA,Planktothrix
ASV_112,0,0,0,0,97,51,33,68,396,152,0,78,39,173,0,63,0,0,0,0,34,0,0,175,97,129,0,66,129,110,0,0,0,0,0,0,0,0,66,24,48,0,55,60,42,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,NA,Terrimicrobium
ASV_113,78,0,0,0,0,0,49,0,45,30,0,0,33,81,100,49,189,160,234,158,33,82,72,59,89,65,0,0,0,78,0,0,0,0,0,0,0,0,113,119,0,30,40,73,103,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11-clade,Clade-III,NA,NA,NA
ASV_114,0,0,0,0,0,35,228,0,242,496,807,324,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,NA,Planktothrix
ASV_115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,253,383,153,235,142,0,25,0,111,40,0,0,0,0,0,0,0,0,0,0,58,0,418,35,183,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18-freshwater-group,NA,FukuN18-freshwater-group
ASV_116,0,0,0,0,108,69,52,0,479,157,0,86,50,173,0,0,0,0,0,0,47,43,0,169,69,162,0,71,137,138,0,0,0,0,0,0,0,0,0,0,0,0,81,0,61,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,NA,Terrimicrobium
ASV_117,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,589,0,238,854,198,82,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Aphanizomenon,NA,Aphanizomenon
ASV_118,57,0,0,36,0,0,54,0,61,23,0,0,35,72,77,56,189,199,196,130,38,66,74,54,69,71,0,19,0,57,0,0,0,0,0,65,0,0,102,93,0,43,55,82,75,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11-clade,Clade-III,NA,NA,NA
ASV_119,0,0,0,0,0,27,227,0,293,474,740,302,0,53,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,NA,Planktothrix
ASV_120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,260,392,155,238,172,0,25,0,116,0,0,0,0,0,0,0,0,0,0,0,54,0,424,0,150,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18-freshwater-group,NA,FukuN18-freshwater-group
ASV_121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,247,418,167,235,175,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,58,0,383,0,189,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18-freshwater-group,NA,FukuN18-freshwater-group
ASV_122,0,72,63,32,0,54,63,0,57,49,0,0,49,43,87,26,100,80,92,159,30,48,93,47,58,45,0,0,222,50,0,191,0,0,0,0,0,0,54,52,0,42,66,73,34,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI-clade,NA,hgcI-clade
ASV_123,0,0,0,0,125,75,49,64,474,169,0,60,44,166,0,0,0,0,0,0,32,25,0,193,86,130,0,56,117,123,0,0,0,0,0,0,0,0,0,32,0,0,58,0,50,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,NA,Terrimicrobium
ASV_124,0,32,12,0,42,0,0,137,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,34,553,0,186,832,191,72,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Aphanizomenon,NA,Aphanizomenon
ASV_125,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,598,0,235,812,196,74,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Aphanizomenon,NA,Aphanizomenon
ASV_126,46,69,83,38,49,31,0,41,29,27,0,0,25,37,54,0,50,57,110,147,53,33,71,87,94,50,0,0,227,0,0,26,53,46,46,0,0,56,76,52,0,54,43,85,71,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,NA,NA,NA
ASV_127,0,0,0,0,0,33,202,0,273,505,781,287,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,NA,Planktothrix
ASV_128,103,346,419,139,0,0,0,0,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,61,0,40,0,0,0,0,0,466,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA,NA
ASV_129,0,0,0,0,0,22,240,0,279,504,720,302,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,NA,Planktothrix
ASV_130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,226,351,153,235,162,26,27,0,121,29,0,0,0,0,0,0,0,0,0,0,69,0,405,21,155,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18-freshwater-group,NA,FukuN18-freshwater-group
ASV_131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,280,370,133,212,155,0,65,0,84,95,0,0,0,0,0,0,0,0,0,0,66,0,350,0,160,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18-freshwater-group,NA,FukuN18-freshwater-group
ASV_132,71,0,0,13,0,0,49,0,57,18,0,0,32,76,104,65,162,162,207,142,32,79,92,62,68,81,0,0,0,63,0,0,0,0,0,0,0,0,93,92,0,48,58,68,76,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11-clade,Clade-III,NA,NA,NA
ASV_133,62,0,0,63,98,57,44,0,427,160,0,55,38,171,0,0,0,0,0,40,27,20,0,178,93,103,0,52,128,120,0,0,0,0,0,0,0,0,0,18,0,0,64,0,49,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,NA,Terrimicrobium
ASV_134,0,0,0,0,0,0,0,0,0,0,58,49,219,44,267,0,0,0,0,289,173,126,132,33,21,30,58,44,95,196,0,0,0,0,0,0,0,0,0,0,0,0,46,79,79,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Dolichospermum,NA,Dolichospermum
ASV_135,0,0,0,0,114,59,47,31,454,160,0,69,31,164,0,0,0,0,0,0,44,13,0,198,87,140,0,62,120,102,0,0,0,0,0,0,0,0,0,9,0,0,71,0,52,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,NA,Terrimicrobium
ASV_136,80,245,36,0,153,46,374,99,236,89,118,171,160,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,90,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Woronichinia,NA,Woronichinia
ASV_137,0,0,0,0,87,61,48,0,474,156,0,79,33,142,0,0,0,0,0,0,34,39,0,182,72,156,0,70,114,132,0,0,0,0,0,0,0,0,0,0,0,0,52,35,52,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,NA,Terrimicrobium
ASV_138,0,0,0,0,0,36,229,0,225,431,758,284,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,NA,Planktothrix
ASV_139,33,54,74,22,32,54,75,24,21,23,0,0,37,21,17,205,39,24,70,140,54,73,78,80,73,37,0,61,0,0,30,33,46,48,54,0,0,36,67,51,0,55,45,85,22,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,NA,NA,NA
ASV_140,65,0,0,19,0,0,41,0,63,0,0,0,51,67,80,40,151,126,171,137,34,61,62,33,60,54,0,69,0,59,0,0,0,0,0,74,0,100,95,65,0,34,49,54,72,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11-clade,Clade-III,NA,NA,NA
ASV_141,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,578,0,212,759,167,76,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Aphanizomenon,NA,Aphanizomenon
ASV_142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,263,349,143,214,158,0,29,0,114,24,0,0,0,0,0,0,0,0,0,0,53,0,352,28,137,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18-freshwater-group,NA,FukuN18-freshwater-group
ASV_143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,57,0,564,256,81,163,258,484,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,NA,Planktothrix
ASV_144,67,26,46,0,0,0,63,126,0,31,0,0,56,31,63,47,92,94,76,139,21,34,82,42,33,31,0,149,0,27,0,0,176,118,0,0,0,0,43,40,0,46,48,61,50,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI-clade,NA,hgcI-clade
ASV_145,0,0,0,0,69,0,0,132,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,45,504,0,163,677,150,73,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Aphanizomenon,NA,Aphanizomenon
ASV_146,0,0,0,33,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35,541,0,173,764,167,76,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Aphanizomenon,NA,Aphanizomenon
ASV_147,0,0,0,0,111,0,56,0,0,0,0,0,0,233,0,0,70,70,89,56,67,208,49,0,0,52,0,82,136,127,0,0,178,78,0,0,0,72,0,109,0,88,0,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA,NA,NA
ASV_148,0,0,21,0,0,0,0,165,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,478,0,176,695,164,66,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Aphanizomenon,NA,Aphanizomenon
ASV_149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,216,346,149,221,133,24,25,0,102,0,0,0,0,0,0,0,0,0,0,0,44,0,348,39,167,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18-freshwater-group,NA,FukuN18-freshwater-group
ASV_150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,251,336,130,215,138,27,28,0,97,0,0,0,0,0,0,0,0,0,0,0,59,0,317,22,182,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18-freshwater-group,NA,FukuN18-freshwater-group
ASV_151,0,51,0,0,0,36,218,0,205,438,632,296,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,NA,Planktothrix
ASV_152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,249,313,152,199,140,0,42,0,95,0,0,0,0,0,0,0,0,0,0,0,54,0,339,29,157,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18-freshwater-group,NA,FukuN18-freshwater-group
ASV_153,0,206,0,0,0,0,0,0,0,0,0,0,0,246,180,0,0,460,61,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,152,0,157,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Candidatus-Methylopumilus,NA,Candidatus-Methylopumilus
ASV_154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,226,354,135,170,138,20,34,0,80,0,0,0,0,0,0,0,0,0,0,0,58,0,351,52,157,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18-freshwater-group,NA,FukuN18-freshwater-group
ASV_155,62,0,105,25,0,0,65,0,54,30,0,0,21,90,81,53,138,150,163,133,34,58,53,47,73,42,0,0,0,49,0,0,0,0,0,0,0,0,76,67,0,24,40,59,95,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11-clade,Clade-III,NA,NA,NA
ASV_156,56,0,0,0,0,0,49,0,53,38,0,0,33,71,95,50,147,150,177,144,28,39,78,46,55,51,0,0,0,44,0,88,0,0,0,0,0,0,100,62,0,32,38,86,77,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11-clade,Clade-III,NA,NA,NA
ASV_157,0,0,0,0,88,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,526,0,166,695,167,62,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Aphanizomenon,NA,Aphanizomenon
ASV_158,0,16,70,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,31,477,0,177,697,159,59,0,0,0,0,0,0,0,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Aphanizomenon,NA,Aphanizomenon
